subject,repetition,context,interference,g,swap,SD,nTrials
37,1,0,0,0.0591329768744762,0.000256846080210543,16.768139589334,30
37,1,0,1,0.663114781509364,0.00063368015943846,16.229054446905,30
37,1,1,0,0.0871797738132657,0.0004474238708101,21.474815680667,29
37,1,1,1,0.0352521417435766,0.11223102249499,101.285946320466,30
37,5,0,0,0.00836946529579036,0.000179085553388796,28.8685891718773,28
37,5,0,1,0.162196868572358,0.000790372713470966,15.6346150496214,26
37,5,1,0,0.00315216757808017,0.00486612969751716,18.598207135123,29
37,5,1,1,0.00710054666865865,0.00698542728316689,23.2562289081072,29
38,1,0,0,0.093265339708021,0.000709793192135399,22.874406669225,30
38,1,0,1,0.262281151156621,0.0118535263689816,113.855382622647,27
38,1,1,0,0.220620240707919,0.000951249043476023,16.3441319619299,29
38,1,1,1,0.521024305088533,0.00543379429808621,54.5895020370991,26
38,5,0,0,0.00522586682552297,0.000270077176576661,13.6947849691417,30
38,5,0,1,0.0556565981058345,0.0018679759090147,17.4171169292258,26
38,5,1,0,0.00984652963669212,0.00224555366297976,22.7316276947902,29
38,5,1,1,0.00928176722123548,0.00147766383761876,16.1975279673238,24
39,1,0,0,0.190480500056592,9.52070601531865e-05,37.5932270392493,27
39,1,1,0,0.0482793372734709,0.00226166244467983,29.5060212975268,29
39,1,1,1,0.595553366312905,0.00402000570684941,338.8968628582,28
39,5,0,0,0.158622266237045,0.00109814339155577,20.9112986530553,30
39,5,0,1,0.121377509519666,0.00034606704782111,19.3334957768399,27
39,5,1,0,0.0930401809077054,0.000395942484217603,18.9072387465933,29
39,5,1,1,0.0486111868027663,0.00175097849888326,15.1168992420196,26
40,1,0,0,0.05384770162158,0.00285813690204817,19.772291288591,26
40,1,1,0,0.00920668529107231,0.000903404116300802,30.8348731076953,28
40,5,0,0,0.00203136831776501,0.000278722004563456,19.3687382868566,29
40,5,0,1,0.0607480790023982,0.00110740344094256,28.2285820420656,27
40,5,1,0,0.000846015844421873,0.00188743960198667,18.1694089248204,28
40,5,1,1,0.024515477327426,0.0025953326309249,26.3841420768733,26
41,1,0,0,0.00166894916504353,0.00570919264188544,28.9095152438083,29
41,1,0,1,0.420943919337278,0.237451491007065,1.02257710100195e+15,29
41,1,1,0,0.132420506043999,0.00156113074215015,21.5074520061004,30
41,1,1,1,0.095886488704896,0.558499333616673,598.465042578118,28
41,5,0,0,0.000538883235945305,0.000278464100452895,21.8108798935772,30
41,5,0,1,0.167951580043119,0.0002579474537533,33.057284697934,22
41,5,1,0,0.00325900587715721,0.00265510090991441,16.2155165122818,29
